	C:\Motion Data\1475\Processed\cy\no_robot\1475cy10.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy10.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy10.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy10.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy10.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy10.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy13.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy13.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy13.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy13.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy13.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy13.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy5.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy5.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy5.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy5.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy5.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy5.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy6.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy6.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy6.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy6.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy6.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy6.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy7.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy7.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy7.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy7.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy7.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy7.c3d
31	0.168657	0.789140	0.800562	0.154556	0.862845	0.427861	0.162649	0.793995	0.799586	0.151488	0.887958	0.431461	0.146721	0.721614	0.802554	0.118801	0.801633	0.431408	0.131792	0.750317	0.800170	0.109896	0.809476	0.425161	0.171073	0.775632	0.800683	0.152541	0.878591	0.433680
32	0.168461	0.778051	0.799868	0.154613	0.861313	0.428833	0.162331	0.783194	0.798426	0.151079	0.885907	0.432392	0.146736	0.710487	0.801467	0.118752	0.799219	0.432124	0.132212	0.738660	0.799598	0.109649	0.807756	0.426079	0.170800	0.764829	0.799224	0.152967	0.874853	0.434024
33	0.168285	0.766952	0.798971	0.154582	0.859463	0.429816	0.161960	0.772402	0.797185	0.150700	0.883410	0.433324	0.146744	0.699349	0.800276	0.118688	0.796660	0.432927	0.132683	0.726998	0.798815	0.109414	0.805897	0.427024	0.170594	0.753987	0.797681	0.153313	0.870478	0.434290
34	0.168138	0.755814	0.797882	0.154479	0.857170	0.430784	0.161548	0.761597	0.795898	0.150440	0.880413	0.434255	0.146754	0.688175	0.799018	0.118655	0.793875	0.433819	0.133188	0.715321	0.797846	0.109167	0.803765	0.427982	0.170439	0.743098	0.796073	0.153616	0.865498	0.434488
35	0.168019	0.744615	0.796615	0.154359	0.854340	0.431712	0.161111	0.750764	0.794586	0.150356	0.876882	0.435178	0.146782	0.676945	0.797716	0.118686	0.790784	0.434789	0.133715	0.703615	0.796715	0.108907	0.801246	0.428941	0.170314	0.732142	0.794411	0.153913	0.859965	0.434631
36	0.167910	0.733340	0.795191	0.154287	0.850914	0.432574	0.160665	0.739887	0.793261	0.150472	0.872795	0.436082	0.146841	0.665643	0.796387	0.118805	0.787303	0.435814	0.134259	0.691862	0.795443	0.108644	0.798249	0.429890	0.170194	0.721095	0.792704	0.154235	0.853942	0.434738
37	0.167787	0.721984	0.793632	0.154323	0.846853	0.433345	0.160225	0.728942	0.791917	0.150760	0.868138	0.436949	0.146949	0.654264	0.795032	0.119016	0.783344	0.436857	0.134817	0.680042	0.794042	0.108407	0.794723	0.430818	0.170064	0.709925	0.790953	0.154601	0.847484	0.434823
38	0.167629	0.710545	0.791962	0.154508	0.842145	0.434003	0.159804	0.717894	0.790540	0.151161	0.862899	0.437762	0.147115	0.642807	0.793649	0.119312	0.778829	0.437873	0.135388	0.668144	0.792516	0.108228	0.790635	0.431707	0.169925	0.698597	0.789164	0.155009	0.840636	0.434899
39	0.167427	0.699017	0.790199	0.154852	0.836792	0.434525	0.159406	0.706709	0.789111	0.151589	0.857073	0.438498	0.147341	0.631269	0.792230	0.119673	0.773690	0.438814	0.135967	0.656164	0.790867	0.108128	0.785963	0.432528	0.169798	0.687074	0.787344	0.155435	0.833428	0.434971
40	0.167188	0.687389	0.788359	0.155330	0.830811	0.434888	0.159030	0.695355	0.787620	0.151949	0.850664	0.439132	0.147619	0.619642	0.790770	0.120060	0.767877	0.439636	0.136542	0.644107	0.789101	0.108116	0.780687	0.433246	0.169725	0.675319	0.785509	0.155841	0.825859	0.435031
41	0.166931	0.675644	0.786461	0.155867	0.824217	0.435082	0.158672	0.683805	0.786063	0.152154	0.843680	0.439645	0.147930	0.607909	0.789269	0.120426	0.761357	0.440305	0.137099	0.631979	0.787230	0.108185	0.774785	0.433823	0.169754	0.663302	0.783678	0.156191	0.817911	0.435063
42	0.166684	0.663756	0.784524	0.156363	0.817021	0.435107	0.158335	0.672036	0.784446	0.152153	0.836132	0.440024	0.148256	0.596039	0.787737	0.120723	0.754119	0.440807	0.137625	0.619770	0.785273	0.108321	0.768239	0.434227	0.169941	0.650999	0.781876	0.156458	0.809535	0.435046
43	0.166480	0.651693	0.782576	0.156709	0.809228	0.434982	0.158033	0.660020	0.782786	0.151926	0.828031	0.440266	0.148591	0.583993	0.786187	0.120919	0.746171	0.441142	0.138125	0.607456	0.783251	0.108509	0.761044	0.434436	0.170332	0.638390	0.780128	0.156630	0.800677	0.434962
44	0.166354	0.639410	0.780646	0.156827	0.800842	0.434737	0.157789	0.647731	0.781102	0.151503	0.819380	0.440377	0.148950	0.571723	0.784638	0.121006	0.737545	0.441328	0.138622	0.594994	0.781179	0.108740	0.753203	0.434446	0.170957	0.625461	0.778456	0.156708	0.791281	0.434799
45	0.166337	0.626858	0.778766	0.156692	0.791860	0.434407	0.157631	0.635141	0.779418	0.150939	0.810181	0.440368	0.149367	0.559181	0.783110	0.121005	0.728287	0.441389	0.139158	0.582329	0.779076	0.109021	0.744725	0.434261	0.171826	0.612202	0.776876	0.156705	0.781300	0.434556
46	0.166458	0.613989	0.776963	0.156339	0.782271	0.434018	0.157585	0.622227	0.777755	0.150311	0.800426	0.440249	0.149891	0.546324	0.781620	0.120965	0.718454	0.441353	0.139787	0.569406	0.776957	0.109373	0.735612	0.433892	0.172928	0.598613	0.775404	0.156645	0.770694	0.434241
47	0.166737	0.600763	0.775260	0.155844	0.772047	0.433583	0.157671	0.608967	0.776140	0.149695	0.790093	0.440022	0.150568	0.533129	0.780182	0.120953	0.708084	0.441239	0.140561	0.556186	0.774849	0.109829	0.725845	0.433351	0.174239	0.584708	0.774053	0.156567	0.759427	0.433859
48	0.167179	0.587160	0.773675	0.155320	0.761134	0.433097	0.157903	0.595350	0.774596	0.149157	0.779140	0.439678	0.151432	0.519596	0.778812	0.121047	0.697181	0.441047	0.141521	0.542651	0.772793	0.110426	0.715380	0.432648	0.175725	0.570519	0.772838	0.156528	0.747452	0.433408
49	0.167784	0.573183	0.772225	0.154884	0.749459	0.432538	0.158288	0.581382	0.773148	0.148749	0.767494	0.439197	0.152496	0.505757	0.777527	0.121328	0.685695	0.440756	0.142689	0.528812	0.770845	0.111196	0.704145	0.431788	0.177353	0.556102	0.771781	0.156609	0.734695	0.432866
50	0.168542	0.558864	0.770926	0.154646	0.736921	0.431863	0.158823	0.567097	0.771826	0.148501	0.755054	0.438544	0.153757	0.491667	0.776356	0.121859	0.673530	0.440325	0.144072	0.514706	0.769072	0.112168	0.692040	0.430768	0.179088	0.541528	0.770913	0.156897	0.721053	0.432196
51	0.169449	0.544264	0.769803	0.154682	0.723395	0.431017	0.159496	0.552551	0.770664	0.148429	0.741692	0.437671	0.155201	0.477398	0.775335	0.122689	0.660549	0.439698	0.145662	0.500391	0.767548	0.113361	0.678941	0.429577	0.180898	0.526884	0.770273	0.157471	0.706401	0.431341
52	0.170504	0.529466	0.768887	0.155030	0.708744	0.429930	0.160288	0.537826	0.769703	0.148526	0.727265	0.436526	0.156813	0.463024	0.774511	0.123831	0.646598	0.438822	0.147439	0.485937	0.766342	0.114787	0.664702	0.428193	0.182753	0.512247	0.769896	0.158353	0.690610	0.430242
53	0.171708	0.514564	0.768211	0.155663	0.692832	0.428535	0.161177	0.523010	0.768984	0.148764	0.711626	0.435051	0.158579	0.448612	0.773932	0.125274	0.631523	0.437650	0.149378	0.471422	0.765511	0.116444	0.649175	0.426585	0.184627	0.497692	0.769810	0.159521	0.673570	0.428837
54	0.173057	0.499655	0.767798	0.156503	0.675554	0.426772	0.162145	0.508189	0.768537	0.149087	0.694645	0.433187	0.160485	0.434222	0.773642	0.126971	0.615194	0.436142	0.151441	0.456924	0.765087	0.118312	0.632232	0.424710	0.186498	0.483277	0.770016	0.160884	0.655220	0.427076
55	0.174531	0.484823	0.767651	0.157425	0.656847	0.424595	0.163173	0.493441	0.768369	0.149416	0.676233	0.430884	0.162505	0.419915	0.773659	0.128855	0.597523	0.434263	0.153581	0.442514	0.765065	0.120344	0.613799	0.422525	0.188349	0.469061	0.770491	0.162334	0.635557	0.424927
56	0.176096	0.470137	0.767744	0.158295	0.636718	0.421982	0.164242	0.478833	0.768462	0.149652	0.656351	0.428101	0.164600	0.405751	0.773975	0.130837	0.578474	0.431984	0.155746	0.428259	0.765400	0.122471	0.593876	0.419991	0.190159	0.455099	0.771190	0.163756	0.614638	0.422380
57	0.177704	0.455657	0.768032	0.158985	0.615234	0.418941	0.165323	0.464416	0.768765	0.149698	0.635050	0.424836	0.166713	0.391795	0.774543	0.132831	0.558088	0.429299	0.157878	0.414218	0.766016	0.124610	0.572551	0.417099	0.191900	0.441439	0.772053	0.165066	0.592594	0.419481
58	0.179296	0.441427	0.768456	0.159418	0.592540	0.415533	0.166379	0.450230	0.769214	0.149471	0.612446	0.421128	0.168775	0.378104	0.775294	0.134765	0.536463	0.426228	0.159919	0.400442	0.766818	0.126676	0.549978	0.413879	0.193535	0.428117	0.773021	0.166202	0.569605	0.416323
59	0.180814	0.427492	0.768967	0.159565	0.568824	0.411873	0.167360	0.436300	0.769744	0.148939	0.588740	0.417093	0.170718	0.364722	0.776152	0.136606	0.513768	0.422851	0.161816	0.386976	0.767721	0.128607	0.526377	0.410435	0.195023	0.415151	0.774048	0.167148	0.545893	0.413076
60	0.182198	0.413891	0.769539	0.159456	0.544323	0.408145	0.168219	0.422649	0.770305	0.148113	0.564177	0.412901	0.172481	0.351676	0.777056	0.138349	0.490203	0.419298	0.163522	0.373856	0.768663	0.130380	0.501995	0.406921	0.196330	0.402542	0.775113	0.167915	0.521688	0.409943
61	0.183401	0.400655	0.770175	0.159173	0.519285	0.404574	0.168918	0.409290	0.770879	0.147061	0.539033	0.408777	0.174019	0.338972	0.777972	0.140016	0.465997	0.415760	0.165000	0.361104	0.769619	0.132014	0.477102	0.403550	0.197433	0.390284	0.776221	0.168548	0.497211	0.407150
62	0.184383	0.387807	0.770907	0.158825	0.493960	0.401400	0.169433	0.396234	0.771479	0.145872	0.513567	0.404960	0.175308	0.326599	0.778895	0.141633	0.441373	0.412452	0.166224	0.348716	0.770604	0.133550	0.451948	0.400543	0.198321	0.378367	0.777399	0.169099	0.472635	0.404888
63	0.185122	0.375353	0.771788	0.158527	0.468554	0.398835	0.169756	0.383489	0.772146	0.144642	0.488002	0.401673	0.176336	0.314534	0.779848	0.143223	0.416544	0.409589	0.167186	0.336671	0.771660	0.135034	0.426751	0.398110	0.198994	0.366783	0.778692	0.169627	0.448090	0.403306
64	0.185604	0.363287	0.772880	0.158366	0.443228	0.397040	0.169893	0.371054	0.772939	0.143441	0.462483	0.399084	0.177108	0.302742	0.780874	0.144795	0.391675	0.407342	0.167890	0.324927	0.772847	0.136479	0.401650	0.396397	0.199461	0.355521	0.780150	0.170169	0.423640	0.402474
65	0.185830	0.351586	0.774241	0.158384	0.418078	0.396100	0.169860	0.358916	0.773922	0.142323	0.437094	0.397304	0.177640	0.291184	0.782020	0.146348	0.366884	0.405828	0.168353	0.313433	0.774223	0.137882	0.376723	0.395491	0.199736	0.344563	0.781813	0.170749	0.399324	0.402412
66	0.185815	0.340213	0.775907	0.158570	0.393158	0.396039	0.169673	0.347054	0.775152	0.141317	0.411857	0.396378	0.177957	0.279822	0.783333	0.147874	0.342234	0.405090	0.168604	0.302136	0.775834	0.139215	0.351977	0.395409	0.199837	0.333879	0.783699	0.171372	0.375159	0.403086
67	0.185582	0.329115	0.777892	0.158884	0.368498	0.396830	0.169349	0.335437	0.776667	0.140444	0.386777	0.396301	0.178088	0.268626	0.784842	0.149363	0.317755	0.405122	0.168675	0.290984	0.777700	0.140460	0.327399	0.396127	0.199785	0.323414	0.785795	0.172021	0.351171	0.404438
68	0.185167	0.318233	0.780175	0.159258	0.344124	0.398407	0.168905	0.324029	0.778478	0.139717	0.361860	0.397032	0.178072	0.257568	0.786560	0.150809	0.293458	0.405875	0.168600	0.279932	0.779821	0.141605	0.302975	0.397591	0.199608	0.313095	0.788056	0.172662	0.327399	0.406392
69	0.184614	0.307493	0.782707	0.159624	0.320076	0.400683	0.168356	0.312785	0.780556	0.139135	0.337146	0.398506	0.177953	0.246615	0.788465	0.152213	0.269372	0.407276	0.168412	0.268939	0.782166	0.142647	0.278731	0.399734	0.199348	0.302833	0.790411	0.173251	0.303892	0.408858
70	0.183966	0.296818	0.785414	0.159920	0.296408	0.403554	0.167718	0.301658	0.782845	0.138679	0.312693	0.400638	0.177778	0.235734	0.790515	0.153568	0.245541	0.409233	0.168147	0.257963	0.784682	0.143576	0.254723	0.402478	0.199050	0.292544	0.792778	0.173744	0.280712	0.411739
71	0.183261	0.286127	0.788211	0.160106	0.273183	0.406902	0.167014	0.290594	0.785265	0.138309	0.288580	0.403332	0.177596	0.224883	0.792638	0.154850	0.222031	0.411643	0.167839	0.246961	0.787295	0.144367	0.231036	0.405729	0.198760	0.282156	0.795076	0.174109	0.257923	0.414929
